ProductName,CurrentPrice,Description,FamilyBrand,Subtype,Type,Proof,Size,ProofBin
Mt. Defiance Rum Dark,35.2,"Mt. Defiance Dark Rum is distilled and bottled right here in Virginia. Double distilled in a traditional pot still, our rum uses all-natural ingredients and is aged in used whiskey barrels.",Mt. Defiance Rum Dark,Rum,Spirits,80.0,750.0,40-80
Mt. Defiance Rum White,26.7,NA,Mt. Defiance Rum White,Rum,Spirits,80.0,750.0,40-80
My Amaro,35.3,"My Amaro herbal liqueur is made artisanally with more that 20 different herbs, roots and tree bark with the infusion in pure alcohol and water. The infusion is rested for over 45 days, generating an aromatic concentrated marriage of different perfumes and scents before dilution and bottling the final product. My Amaro's tasting profile produces hints of bitter oranges, mint, flowers, rhubarb and other select ingredients for you to enjoy.",My Amaro,Cordials,Spirits,60.0,750.0,40-80
Myer's Original Dark Rum,19.9,NA,Myer's,Rum,Spirits,80.0,750.0,40-80
Mystic Bourbon Liqueur,2.3,"Mystic Bourbon Liqueur hand crafted in small batches by eloquently combining mature bourbon with a blend of exotic spices. It's rich taste and aroma descend from a centuries old Scottish recipe. It is perfect as a beginning or end to a meal, as a base for cocktails or for moments of quiet contemplation.",Mystic Bourbon Liqueur,Cordials,Spirits,60.0,50.0,40-80
Naked Jay Whip Cream Vodka,6.45,NA,Naked Jay,Vodka,Spirits,70.0,750.0,40-80
Nassau Royale,27.9,A delicate blend of exotic ingredients with a hint of vanilla. Experience its traditional island taste and bouquet straight or in a mixed drink or with dessert.,Nassau Royale,Cordials,Spirits,67.0,1e3,40-80
Naughty Cow Chocolate Milk For Grown Ups,14.1,"Naughty Cow is a chocolate milk flavored liqueur for grown ups. It can be enjoyed chilled, over ice or as part of a delicious cocktail.",Naughty Cow,Cordials,Spirits,40.0,750.0,0-40
New Amsterdam Citron Vodka,14.9,"From the same-award winning distillers who crafted New Amsterdam Vodka and Gin, New Amsterdam Citron Flavored Vodka is made from the finest grains from America's heartland. As with our regular Vodka, it is five times distilled for unparalleled smoothness. New Amsterdam Citron Flavored Vodka is crisp and refreshing. Aromas of lemon zest and Meyer lemon flavors lead to a bright, clean finish.",New Amsterdam,Vodka,Spirits,70.0,750.0,40-80
New Amsterdam Coconut Vodka,1.2,"From the same-award winning distillers who crafted New Amsterdam Vodka and Gin, New Amsterdam Coconut Flavored Vodka is made from the finest grains from America's heartland. As with our regular Vodka, it is five times distilled for unparalleled smoothness. New Amsterdam Coconut Flavored Vodka leads with sweet aromas of fresh coconut. Creamy, sweet toasted coconut and tropical fruit flavors finish soft and mellow on the palate.",New Amsterdam,Vodka,Spirits,70.0,50.0,40-80
New Amsterdam Mango Vodka,14.9,"From the same award-winning distillers who crafted New Amsterdam Vodka and Gin, New Amsterdam Mango Flavored Vodka is made from the finest grains from America's heartland. As with our regular Vodka, it is five times distilled for unparalleled smoothness. New Amsterdam Mango Flavored Vodka tastes like biting into a fresh, juicy Alphonso Mango. Layered with tropical fruit aromas of papaya and passion fruit, the finish is crisp and refreshing.",New Amsterdam Vodka,Vodka,Spirits,70.0,750.0,40-80
New Amsterdam Peach Vodka,19.9,"Vibrant, sweet, succulent peach flavor. Along with subtle hints of floral and vanilla, New Amsterdam Peach Vodka exhibits a soft, refreshing mouthfeel.",New Amsterdam Vodka,Vodka,Spirits,70.0,1750.0,40-80
New Amsterdam Pineapple Vodka,14.9,"From the same award-winning distillers who crafted New Amsterdam Vodka and Gin, New Amsterdam Pineapple Flavored Vodka is made from the finest grains from America's heartland. As with our regular Vodka, it is five times distilled for unparalleled smoothness. New Amsterdam Pineapple Flavored Vodka has bright, refreshing aromas of pineapple and tropical fruit. Flavors of juicy, freshly cut pineapple and coconut cleanse the palate and offer a crisp, refreshing finish.",New Amsterdam Vodka,Vodka,Spirits,70.0,750.0,40-80
New Amsterdam Red Berry Vodka,14.9,"From the same award-winning distillers who crafted New Amsterdam Vodka and Gin, New Amsterdam Red Berry Flavored Vodka is made from the finest grains from America’s heartland. As with our regular Vodka, it is five times distilled for unparalleled smoothness. New Amsterdam Red Berry Flavored Vodka offers a luscious, sweet, rich berry flavor. It is well-balanced, containing intense aromas of fresh strawberry and red raspberry with a hint of sweet brown spice. It also has a silky smooth mouthfeel and an ultra-clean finish.",New Amsterdam,Vodka,Spirits,70.0,750.0,40-80
New Amsterdam Straight Gin,14.9,"New Amsterdam Gin is crafted in a refined style with subtle citrus flavors and a long, silky finish. Our unique recipe blends botanicals with citrus elements and a light touch of juniper to create an unparalleled, smooth taste. A taste so smooth you can drink it straight.",New Amsterdam,Gin,Spirits,80.0,750.0,40-80
New Amsterdam Vodka,19.9,"New Amsterdam Vodka is a premium, 80 proof vodka made from the finest quality grains. It is five times distilled for unparalleled smoothness, and is filtered three times to create a soft finish. The ""five times"" distillation process is optimal, removing impurities while preserving mouth feel. New Amsterdam Vodka is five times distilled, five times smooth.",New Amsterdam,Vodka,Spirits,80.0,1750.0,40-80
New Kent Chardonnay,15.8,"A balanced wine, yet lively and expressive. Crisp acids remain due to a cool fermentation in stainless steel. Lightly aged for nearly 12 months and blended to be fruit forward. Lively and expressive of Chardonnay fruit ~ complimented by a touch of oak. Pairing: Pair this versatile Virginia white wine with many cuisines including shellfish, salads, fruit and cheese platters, chicken dishes and vegetarian fare.",New Kent,Virginia,Wine,26.0,750.0,0-40
New Kent Meritage,17.7,A traditional-style Bordeaux blended red wine. Small lots selected from our Virginia vineyard were fermented separately and made to their best potential. Laborious hours blending these selections (someone has to do it) revealed the exact quantities needed of each to make this evolved jewel.,New Kent,Virginia,Wine,26.0,750.0,0-40
New Kent White Merlot,15.6,"Exudes citrusy pineapple, fresh pomegranate and mandarin orange flavors.",New Kent,Virginia,Wine,26.8,750.0,0-40
Night Life Coffee Liqueur,23.0,"""Night Life"", our newest and amazingly delightful libation, is a coffee liqueur with a touch of other natural flavors. Coffee is a favorite for many people and can be found in different varieties and roasts. Once again we developed a flavor which differentiates itself from any other coffee liqueur available. It uses a custom blend of beans, roasted by an artisan coffee roaster and barista especially for us.",Night Life Coffee Liqueur,Cordials,Spirits,60.0,375.0,40-80
Nikolai Vodka,12.9,NA,Nikolai,Vodka,Spirits,80.0,1750.0,40-80
No. 209 Gin,37.9,NA,No. 209 Gin,Gin,Spirits,92.0,750.0,80-120
Noilly Prat - Extra Dry,6.0,"Noilly Prat is the largest selling French vermouth in the world. The highest quality is obtained by starting with premium French table wines. As many as 30 aromatic herbs are used. Use Noilly Prat Extra Dry in marinades, sauces,stews, soups, chicken, fish, and pork dishes. Of course, it is unsurpassed in flavor when used in cocktails and mixed drinks such as the classic martini.",Noilly Prat,Vermouth,Wine,36.0,750.0,0-40
Noilly Prat Extra Dry Vermouth,10.9,"Noilly Prat is the largest selling French vermouth in the world. The highest quality is obtained by starting with premium French table wines. As many as 30 aromatic herbs are used. Use Noilly Prat Dry in marinades, sauces,stews, soups, chicken, fish, and pork dishes. Of course, it is unsurpassed in flavor when used in cocktails and mixed drinks such as the classic martini.",Noilly Prat,Vermouth,Wine,18.0,750.0,0-40
Nonino Quintessentia Amaro,41.7,Amaro Nonino Quintessentia is made with an infusion of herbs and a portion of Nonino grape distillate. It should be served in a tumbler with ice and a slice of orange peel or with crushed ice and a sprig of mint as a fabulous aperitif. It can also be served at room temperature after a meal as a digestif.,Nonino Quintessentia Amaro,Cordials,Spirits,70.0,750.0,40-80
Nude Vodka,42.6,"NUDE®, a fashionable, refreshing, smooth tasting, vodka well suited for the sensitive pallet of the sophisticated vodka drinker. On the rocks, in a Martini, mixed with a splash of your favorite mixer … NUDE is THE vodka for a new generation. The ultra-clean mountain spring water and thorough filtration process gives NUDE its incredible smoothness. This combination of first-rate ingredients and hand-craftsmanship make NUDE Vodka a world-class masterpiece.",Nude,Vodka,Spirits,80.0,750.0,40-80
Nuvo,10.0,"Nuvo Sparkling Liqueur made with premium French vodka and a touch of delicate sparkling white wine and infused with passion fruit nectar, Nuvo will dazzle your taste buds and delight your palette.",Nuvo,Cordials,Spirits,30.0,375.0,0-40
Oban,79.9,Rich smoky flavors with hints of oak in the finish.,Oban,Whiskey,Spirits,86.0,750.0,80-120
Oban 18 Yr,155.1,"We only got a few bottles! BUY, BUY, BUY, ASAP! This is a limited edition bottling for the US only. As the cannister states, ""only so much can be made, it is never enough."" John Hansell writes, ""I really like this whisky. Drier, less toffee and fruit, more dried spice and oak when compared to the standard Oban 14 year old. A beautiful combination of rich, nutty toffee balanced by polished oak, salt, pepper, seaweed, distant smoke and dried fruit. Somewhat oily in texture. Wonderful depth too! An improvement on what is already the biggest selling Diageo single malt scotch in the U.S. Very exciting and dynamic.",Oban 18 Yr,Whiskey,Spirits,86.0,750.0,80-120
Oban Distillers Edition,95.9,NA,Oban,Whiskey,Spirits,86.0,750.0,80-120
Oban Little Bay,79.1,NA,Oban,Whiskey,Spirits,86.0,750.0,80-120
Ocean Vodka,6.9,NA,Ocean,Vodka,Spirits,40.0,50.0,0-40
Odesse Vodka,3.9,NA,Odesse,Vodka,Spirits,80.0,375.0,40-80
Old 1889 Brand,16.9,NA,Old 1889 Brand,Whiskey,Spirits,80.0,1750.0,40-80
Old Blowhard Whiskey,149.9,NA,Old Blowhard Whiskey,Whiskey,Spirits,90.7,750.0,80-120
Old Bushmills,29.9,"Bushmills‚ the golden member of the family, is a blend of triple distilled single malt whiskey with a lighter Irish grain whiskey. The folks back at the old distillery will tell you it’s an approachable whiskey with a rich‚ warming taste of fresh fruit and vanilla. Nose: Light and fruity with spicy aromas, vanilla note, developing into creme brulee Taste: Gently warming mouth coating texture, a touch of honey sweetness Finish: Crisp, fresh finish with a touch of spice",Old Bushmills,Whiskey,Spirits,80.0,1e3,40-80
Old Bushmills Tins,19.9,"Bushmills‚ the golden member of the family, is a blend of triple distilled single malt whiskey with a lighter Irish grain whiskey. The folks back at the old distillery will tell you it’s an approachable whiskey with a rich‚ warming taste of fresh fruit and vanilla. Nose: Light and fruity with spicy aromas, vanilla note, developing into creme brulee Taste: Gently warming mouth coating texture, a touch of honey sweetness Finish: Crisp, fresh finish with a touch of spice",Old Bushmills,Whiskey,Spirits,80.0,750.0,40-80
Old Crow,9.5,"Old Crow Bourbon is named for the inventor of the sour mash process, Dr. James C. Crow. In fact, in 1835 Old Crow bourbon was the first bourbon to begin using this process that today, has become a standard in the bourbon industry. Old Crow is the original sour mash bourbon. Old Crow is one of the most historic bourbons. It was served in the presidential homes of Andrew Jackson, William Henry Harrison, and Ulysses S. Grant. Old Crow was enjoyed and praised by the likes of Walt Whitman, Daniel Webster, Henry Clay, Jack London and Mark Twain.",Old Crow,Whiskey,Spirits,80.0,750.0,40-80
Old Crow Reserve,22.9,"Old Crow Bourbon is named for the inventor of the sour mash process, Dr. James C. Crow. In fact, in 1835 Old Crow bourbon was the first bourbon to begin using this process that today, has become a standard in the bourbon industry. Old Crow is the original sour mash bourbon. The term “sour mash” is frequently misunderstood. ""Sweet"" mash whiskey is produced by using fresh water to begin the fermentation, while ""sour"" mash includes the addition of the mash from a previous distillation. This results in a slightly sweeter and heavier bodied whiskey; it is not at all sour as the term suggests. Aroma: Vanilla, almond, and sweet oak Taste: Full-bodied and smooth Finish: Medium finish; balance of spicy and sweet Mixing Profile: Old Fashioned, Mint Julep, Cola, Ginger Ale, Washington Apple, Shots with Bee",Old Crow,Whiskey,Spirits,86.0,1750.0,80-120
Old Crow Traveler,9.5,"Old Crow Bourbon is named for the inventor of the sour mash process, Dr. James C. Crow. In fact, in 1835 Old Crow bourbon was the first bourbon to begin using this process that today, has become a standard in the bourbon industry. Old Crow is the original sour mash bourbon. Old Crow is one of the most historic bourbons. It was served in the presidential homes of Andrew Jackson, William Henry Harrison, and Ulysses S. Grant. Old Crow was enjoyed and praised by the likes of Walt Whitman, Daniel Webster, Henry Clay, Jack London and Mark Twain.",Old Crow,Whiskey,Spirits,80.0,750.0,40-80
Old Forester,31.9,"Old Forester 86 Proof is made in the same classic style originated by George Garvin Brown in 1870. Twice-distilled, this remarkable spirit is crafted using a precise grain recipe of corn, rye and malted barley. Old Forester is richer in rye than most bourbons, resulting in a uniquely full, rich, genuine character. This is what bourbon is supposed to be year after year.",Old Forester,Whiskey,Spirits,86.0,1750.0,80-120
